City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,wenatchee,47.4235,-120.3103,37.78,56,0,0.0,US,1675202905
366,luwuk,-0.9516,122.7875,77.74,89,85,2.98,ID,1675202852
367,gadsden,34.0143,-86.0066,62.83,100,100,5.75,US,1675202539
368,san quintin,30.4833,-115.95,57.15,61,34,9.69,MX,1675202906
369,husavik,66.0449,-17.3389,28.96,94,100,22.03,IS,1675202907
370,lorengau,-2.0226,147.2712,81.23,80,100,7.63,PG,1675202848
371,mporokoso,-9.3727,30.125,60.28,94,25,1.41,ZM,1675202907
372,atambua,-9.1061,124.8925,74.21,91,100,1.39,ID,1675202908
373,leshukonskoye,64.8989,45.7622,30.11,93,100,14.63,RU,1675202908
374,portland,45.5234,-122.6762,44.62,53,75,4.61,US,1675202651
375,koumac,-20.5667,164.2833,80.83,62,43,1.34,NC,1675202908
376,novobelokatay,55.7062,58.9549,12.81,91,73,6.17,RU,1675202909
377,pringsewu,-5.3582,104.9744,72.55,98,100,1.48,ID,1675202909
378,liuhe,42.2401,125.7172,15.66,95,100,6.98,CN,1675202909
379,sao filipe,14.8961,-24.4956,70.92,71,59,11.95,CV,1675202910
380,karratha,-20.7377,116.8463,85.8,59,13,5.28,AU,1675202910
381,santa cruz,-17.8,-63.1667,71.65,88,100,8.05,BO,1675202867
382,tiznit,29.5833,-9.5,52.93,26,64,15.82,MA,1675202911
383,alberdi,-32.8899,-60.6906,96.04,32,0,1.01,AR,1675202911
384,gashua,12.871,11.0482,76.41,16,52,9.55,NG,1675202911
385,palm beach gardens,26.8234,-80.1386,81.01,71,0,12.66,US,1675202912
386,muromtsevo,56.3724,75.2418,-5.13,99,32,4.36,RU,1675202912
387,linxia,35.6003,103.2064,23.0,33,5,2.98,CN,1675202913
388,finnsnes,69.2296,17.9811,27.21,99,99,2.04,NO,1675202913
389,barahan,13.0121,120.762,76.64,83,28,10.8,PH,1675202913
390,kiunga,-6.1219,141.2906,75.92,89,95,2.08,PG,1675202914
391,male,4.1748,73.5089,80.55,89,75,8.05,MV,1675202915
392,marzuq,14.4,46.4667,58.86,60,7,6.06,YE,1675202916
393,vestmannaeyjar,63.4427,-20.2734,31.23,67,100,17.36,IS,1675202916
394,batagay,67.6333,134.6333,-23.82,98,100,3.42,RU,1675202916
395,borodino,55.9106,94.8983,-1.84,99,95,2.93,RU,1675202917
396,coquimbo,-29.9533,-71.3436,67.73,77,20,11.5,CL,1675202918
397,ust-tsilma,65.441,52.1498,24.46,87,85,11.72,RU,1675202918
398,port hardy,50.6996,-127.4199,40.68,78,100,19.93,CA,1675202839
399,saldanha,-33.0117,17.9442,64.42,95,25,19.71,ZA,1675202919
400,raga,8.4596,25.678,80.49,14,28,4.56,SS,1675202919
401,gunjur,13.2019,-16.7339,72.41,60,3,14.88,GM,1675202919
402,beyneu,45.3167,55.2,30.09,86,29,13.47,KZ,1675202920
403,torbat-e jam,35.244,60.6225,47.44,49,100,13.44,IR,1675202920
404,ongandjera,-17.8833,15.0667,70.18,76,100,5.37,NA,1675202921
405,pemangkat,1.1667,108.9667,75.74,91,100,4.83,ID,1675202921
406,tubigon,10.504,123.2736,70.07,95,83,6.89,PH,1675202922
407,khatassy,61.9036,129.6383,-38.22,94,100,6.78,RU,1675202922
408,ketchikan,55.3422,-131.6461,42.78,93,100,4.61,US,1675202923
409,kapiri mposhi,-13.9652,28.6809,62.87,99,85,3.85,ZM,1675202923
410,raudeberg,61.9875,5.1352,41.67,1,100,25.99,NO,1675202923
411,port alberni,49.2413,-124.8028,34.12,93,100,2.04,CA,1675202824
412,malatya,38.5,38.0,33.85,100,100,2.3,TR,1675202924
413,anzio,41.4853,12.6179,48.0,64,4,3.71,IT,1675202924
414,palana,59.1167,159.9667,11.97,93,100,10.56,RU,1675202925
415,sobolevo,54.4299,31.8996,30.04,89,100,6.78,RU,1675202925
416,tuatapere,-46.1333,167.6833,64.53,90,100,2.8,NZ,1675202926
417,puerto baquerizo moreno,-0.9,-89.6,81.59,69,75,4.61,EC,1675202716
418,nosy varika,-20.5833,48.5333,75.34,92,96,3.24,MG,1675202926
419,nueve de julio,-35.4444,-60.8831,92.55,24,16,8.5,AR,1675202926
420,skibotn,69.3913,20.2679,29.52,97,100,4.7,NO,1675202927
421,gao,16.6362,1.637,67.75,6,94,11.16,ML,1675202654
422,hami,42.8,93.45,25.25,33,100,2.86,CN,1675202927
423,dunedin,-45.8742,170.5036,64.8,99,100,3.0,NZ,1675202928
424,seoul,37.5683,126.9778,29.8,97,100,5.75,KR,1675202690
425,la orilla,17.9833,-102.2333,81.41,61,1,10.58,MX,1675202928
426,praia da vitoria,38.7333,-27.0667,54.75,85,95,11.56,PT,1675202928
427,dali,25.7,100.1833,45.3,63,2,5.48,CN,1675202929
428,andra,62.5147,65.8878,18.72,95,100,10.27,RU,1675202929
429,bilma,18.6853,12.9164,64.06,21,97,11.18,NE,1675202929
430,la paz,-16.5,-68.15,55.38,66,75,6.91,BO,1675202766
431,coacoyul,17.8058,-99.11,84.85,25,4,2.82,MX,1675202930
432,kondinskoye,59.6481,67.41,18.5,95,100,11.25,RU,1675202930
433,fomboni,-12.28,43.7425,81.95,74,5,6.6,KM,1675202931
434,doha,25.2867,51.5333,67.98,83,1,16.11,QA,1675202634
435,clyde river,70.4692,-68.5914,-24.3,89,98,4.85,CA,1675202931
436,soubre,5.7856,-6.6083,77.74,81,7,4.03,CI,1675202932
437,hualmay,-11.0964,-77.6139,74.84,73,94,8.08,PE,1675202932
438,kurya,51.6003,82.2888,15.21,94,100,2.08,RU,1675202933
439,ayan,56.45,138.1667,-6.74,65,100,14.85,RU,1675202933
440,jabinyanah,35.035,10.9081,50.5,71,6,15.23,TN,1675202933
441,suntar,62.1444,117.6319,-41.48,100,67,2.68,RU,1675202934
442,kutum,14.2,24.6667,70.66,13,9,9.53,SD,1675202934
443,mudgee,-32.5943,149.5871,67.78,71,0,1.07,AU,1675202934
444,yenagoa,4.9247,6.2642,78.85,84,37,3.69,NG,1675202935
445,souillac,-20.5167,57.5167,78.3,80,92,10.54,MU,1675202935
446,virginia beach,36.8529,-75.978,49.01,96,100,12.66,US,1675202841
447,briancon,44.9,6.65,32.5,69,4,6.17,FR,1675202936
448,gusau,12.1628,6.6614,78.37,16,9,8.12,NG,1675202936
449,royan,45.6285,-1.0281,40.78,86,57,6.02,FR,1675202936
450,hailin,44.5833,129.4167,3.24,96,100,1.05,CN,1675202937
451,zhigansk,66.7697,123.3711,-23.87,98,100,2.89,RU,1675202937
452,quirinopolis,-18.4483,-50.4517,74.46,81,86,4.29,BR,1675202938
453,egvekinot,66.3167,-179.1667,13.21,91,92,6.11,RU,1675202938
454,borogontsy,62.6683,131.1683,-32.69,98,100,2.89,RU,1675202939
455,valday,57.9747,33.2525,26.89,94,100,8.9,RU,1675202939
456,cuxhaven,53.8718,8.6909,41.2,81,75,24.16,DE,1675202940
457,tawang,27.5833,91.8667,34.54,52,8,6.6,IN,1675202768
458,cuamba,-14.8031,36.5372,68.59,96,91,0.94,MZ,1675202940
459,okhotsk,59.3833,143.3,-1.1,98,100,11.01,RU,1675202941
460,trincomalee,8.5711,81.2335,75.94,91,100,20.2,LK,1675202941
461,mosquera,4.7059,-74.2302,64.49,63,20,11.5,CO,1675202941
462,deputatskiy,69.3,139.9,-16.87,97,100,6.06,RU,1675202902
463,sosnovo,60.5514,30.2144,18.39,96,55,4.16,RU,1675202942
464,rio gallegos,-51.6226,-69.2181,64.53,35,89,13.11,AR,1675202943
465,ontario,34.0633,-117.6509,66.6,20,20,19.57,US,1675202943
466,monrovia,6.3005,-10.7969,76.77,83,21,5.59,LR,1675202943
467,maltahohe,-24.8333,16.9833,74.41,23,45,10.47,NA,1675202944
468,sayyan,15.1718,44.3244,54.54,60,16,2.93,YE,1675202944
469,qinhuangdao,39.9317,119.5883,26.01,28,72,16.02,CN,1675202945
470,narasimharajapura,13.6167,75.5167,64.42,69,33,2.98,IN,1675202945
471,niamey,13.5137,2.1098,77.67,5,99,8.5,NE,1675202945
472,xuddur,4.1213,43.8894,73.62,36,4,11.36,SO,1675202946
473,warmbad,-28.45,18.7333,71.29,34,0,5.1,NA,1675202946
474,lagunas,-5.2269,-75.6753,91.15,42,90,5.44,PE,1675202947
475,jining,35.405,116.5814,37.6,33,99,16.42,CN,1675202947
476,vredendal,-31.6683,18.5012,62.94,85,0,5.91,ZA,1675202947
477,ulaangom,49.9811,92.0667,-18.63,89,67,3.02,MN,1675202948
478,warrington,53.3925,-2.5802,47.44,75,40,24.16,GB,1675202948
479,kalispell,48.1958,-114.3129,24.49,79,100,0.0,US,1675202948
480,isangel,-19.55,169.2667,82.53,72,100,2.64,VU,1675202949
481,santa barbara,34.7333,-120.0343,57.0,38,0,6.91,US,1675202949
482,tigil,57.8,158.6667,2.59,95,100,5.95,RU,1675202950
483,poitiers,46.5833,0.3333,40.24,59,100,5.75,FR,1675202877
484,mende,44.6667,3.5,22.95,98,57,5.32,FR,1675202653
485,shenjiamen,29.9576,122.298,51.96,90,0,4.43,CN,1675202950
486,zhezkazgan,47.8043,67.7144,-1.7,99,69,6.35,KZ,1675202951
487,pasco,28.292,-82.4165,83.21,64,12,5.01,US,1675202951
488,novotroitskaya,45.3267,41.5253,38.03,73,76,4.99,RU,1675202952
489,peto,20.1333,-88.9167,82.33,57,100,3.53,MX,1675202952
490,maunabo,18.0072,-65.8993,79.7,78,46,12.75,PR,1675202953
491,turukhansk,65.8167,87.9833,4.48,96,100,8.61,RU,1675202953
492,kasongo-lunda,-6.4667,16.8167,69.76,94,91,2.84,CD,1675202953
493,manokwari,-0.8667,134.0833,77.76,77,49,3.53,ID,1675202954
494,eldorado,-23.7869,-54.2836,70.79,97,100,4.07,BR,1675202954
495,tecoanapa,16.5167,-98.75,83.77,55,0,11.16,MX,1675202955
496,aksarka,66.5606,67.7975,12.31,95,100,13.94,RU,1675202892
497,maragogi,-9.0122,-35.2225,77.32,83,41,7.49,BR,1675202715
498,rundu,-17.9333,19.7667,66.36,95,97,5.91,NA,1675202956
499,reconquista,-29.15,-59.65,99.82,14,0,9.48,AR,1675202696
500,muros,42.7762,-9.0603,42.84,88,10,12.93,ES,1675202904
501,huntley,42.1681,-88.4281,11.48,55,81,1.99,US,1675202849
502,ternate,0.8,127.4,79.07,83,73,7.52,ID,1675202957
503,lishui,28.4604,119.9103,46.67,79,0,0.49,CN,1675202957
504,alberton,46.8168,-64.0654,17.4,85,92,10.33,CA,1675202958
505,gornopravdinsk,60.05,69.9,14.94,96,99,8.08,RU,1675202958
506,portobelo,9.55,-79.65,76.1,79,96,15.52,PA,1675202751
507,marawi,7.9986,124.2928,66.92,93,17,1.83,PH,1675202958
508,kiama,-34.6833,150.8667,73.99,73,84,10.45,AU,1675202959
509,los llanos de aridane,28.6585,-17.9182,56.95,73,75,8.05,ES,1675202875
510,juneau,58.3019,-134.4197,36.1,97,100,0.0,US,1675202959
511,kungurtug,50.5994,97.5228,-11.78,97,42,1.81,RU,1675202961
512,jaru,-10.4389,-62.4664,73.0,96,100,3.98,BR,1675202685
513,ballina,-28.8667,153.5667,74.79,99,67,4.21,AU,1675202961
514,gemena,3.25,19.7667,74.28,61,71,2.82,CD,1675202962
515,nanchang,28.6833,115.8833,52.11,59,0,2.46,CN,1675202962
516,sabang,5.8933,95.3214,77.56,81,100,11.48,ID,1675202963
517,gbarnga,6.9956,-9.4722,74.98,73,13,2.57,LR,1675202963
518,fairbanks,64.8378,-147.7164,19.81,85,100,5.75,US,1675202732
519,san jose,37.3394,-121.895,62.49,21,20,7.0,US,1675202711
520,solano,38.2333,-121.9511,59.22,28,0,9.22,US,1675202963
521,baytown,29.7355,-94.9774,47.98,92,100,11.88,US,1675202878
522,mazamari,-11.3258,-74.5308,77.65,86,88,2.1,PE,1675202964
523,holme,56.1138,10.1725,38.77,89,74,25.34,DK,1675202964
524,staritsa,56.5075,34.9354,30.18,84,90,8.12,RU,1675202965
525,bay roberts,47.5999,-53.2648,34.34,88,100,1.01,CA,1675202965
526,port-gentil,-0.7193,8.7815,80.56,83,20,8.05,GA,1675202966
527,ixtapa,20.7,-105.2,78.22,65,20,10.36,MX,1675202731
528,powell river,49.8496,-124.5361,37.18,75,100,5.08,CA,1675202966
529,syava,58.0146,46.3222,26.91,93,100,10.31,RU,1675202967
530,oranjestad,12.524,-70.027,78.24,77,2,17.0,AW,1675202967
531,salalah,17.0151,54.0924,71.69,60,40,4.61,OM,1675202967
532,liku,-0.7275,119.8922,75.09,96,100,0.81,ID,1675202968
533,saint-joseph,-21.3667,55.6167,77.38,85,96,9.48,RE,1675202968
534,eqbaliyeh,35.3022,51.5358,44.42,86,100,3.58,IR,1675202969
535,bongandanga,1.5,21.05,73.04,73,45,2.19,CD,1675202969
536,zuwarah,32.9312,12.082,54.37,53,3,7.83,LY,1675202969
537,awjilah,29.1081,21.2869,53.49,59,13,12.68,LY,1675202970
538,yenangyaung,20.4667,94.8833,70.56,57,42,1.72,MM,1675202970
539,severo-kurilsk,50.6789,156.125,21.52,62,92,6.24,RU,1675202970
540,cosamaloapan,18.3667,-95.8,82.02,62,31,9.53,MX,1675202971
541,aleysk,52.4926,82.7822,11.37,93,100,3.89,RU,1675202971
542,zharkent,44.1628,80.0,14.49,78,56,3.24,KZ,1675202972
543,vidim,56.4088,103.1106,-2.11,100,100,3.96,RU,1675202972
544,vila franca do campo,37.7167,-25.4333,55.81,83,65,8.63,PT,1675202972
545,cabinda,-5.55,12.2,78.89,86,31,7.31,AO,1675202973
546,suez,29.9737,32.5263,55.42,55,2,9.33,EG,1675202973
547,san carlos de bariloche,-41.1456,-71.3082,77.25,37,19,8.25,AR,1675202974
548,great yarmouth,52.6083,1.7305,42.94,80,37,18.86,GB,1675202929
549,panguna,-6.3164,155.4848,75.7,80,93,2.13,PG,1675202974
550,mayumba,-3.432,10.6554,78.58,82,56,4.99,GA,1675202975
551,taman,45.2117,36.7161,38.14,77,23,1.9,RU,1675202975
552,qaqortoq,60.7167,-46.0333,13.78,89,100,0.47,GL,1675202975
553,iqaluit,63.7506,-68.5145,-14.31,68,100,17.27,CA,1675202976
554,tairua,-37.0167,175.85,68.52,96,100,20.33,NZ,1675202976
555,namatanai,-3.6667,152.4333,81.88,76,88,3.96,PG,1675202976
556,falam,22.9167,93.6833,51.94,41,63,3.56,MM,1675202977
